time_s	force_N	net_thrust_N
2.690625	-0.152105	-0.232702
2.693750	-0.533584	-0.614181
2.696875	-0.152105	-0.232702
2.700000	-0.152105	-0.232702
2.703125	-0.152105	-0.232702
2.706250	0.229374	0.148777
2.709375	-1.296541	-1.377138
2.712500	-1.296541	-1.377138
2.715625	-1.296541	-1.377138
2.718750	-0.152105	-0.232702
2.721875	0.229374	0.148777
2.725000	0.229374	0.148777
2.728125	-0.152105	-0.232702
2.731250	0.229374	0.148777
2.734375	-0.152105	-0.232702
2.737500	-0.533584	-0.614181
2.740625	-0.915062	-0.995659
2.743750	-0.915062	-0.995659
2.746875	-0.152105	-0.232702
2.750000	-0.533584	-0.614181
2.753125	-0.533584	-0.614181
2.756250	0.229374	0.148777
2.759375	0.992331	0.911734
2.762500	-0.533584	-0.614181
2.765625	-0.533584	-0.614181
2.768750	0.229374	0.148777
2.771875	0.610853	0.530255
2.775000	-0.533584	-0.614181
2.778125	-0.152105	-0.232702
2.781250	0.229374	0.148777
2.784375	-0.533584	-0.614181
2.787500	-0.152105	-0.232702
2.790625	-0.152105	-0.232702
2.793750	-0.915062	-0.995659
2.796875	-0.533584	-0.614181
2.800000	-0.533584	-0.614181
2.803125	-0.533584	-0.614181
2.806250	-0.152105	-0.232702
2.809375	-0.152105	-0.232702
2.812500	-0.533584	-0.614181
2.815625	-0.533584	-0.614181
2.818750	-0.152105	-0.232702
2.821875	-0.152105	-0.232702
2.825000	-0.152105	-0.232702
2.828125	0.229374	0.148777
2.831250	-1.296541	-1.377138
2.834375	-0.915062	-0.995659
2.837500	-1.296541	-1.377138
2.840625	0.229374	0.148777
2.843750	0.229374	0.148777
2.846875	-0.152105	-0.232702
2.850000	-0.152105	-0.232702
2.853125	-0.152105	-0.232702
2.856250	-0.152105	-0.232702
2.859375	0.229374	0.148777
2.862500	-0.152105	-0.232702
2.865625	0.610853	0.530255
2.868750	-0.533584	-0.614181
2.871875	-0.533584	-0.614181
2.875000	-0.152105	-0.232702
2.878125	-0.533584	-0.614181
2.881250	-0.152105	-0.232702
2.884375	-0.152105	-0.232702
2.887500	-1.296541	-1.377138
2.890625	0.229374	0.148777
2.893750	0.229374	0.148777
2.896875	0.610853	0.530255
2.900000	-0.152105	-0.232702
2.903125	0.229374	0.148777
2.906250	0.610853	0.530255
2.909375	-0.915062	-0.995659
2.912500	-1.296541	-1.377138
2.915625	0.229374	0.148777
2.918750	-0.533584	-0.614181
2.921875	-0.915062	-0.995659
2.925000	-0.915062	-0.995659
2.928125	-0.533584	-0.614181
2.931250	-0.915062	-0.995659
2.934375	-0.533584	-0.614181
2.937500	-0.533584	-0.614181
2.940625	-0.152105	-0.232702
2.943750	-0.533584	-0.614181
2.946875	-0.533584	-0.614181
2.950000	0.229374	0.148777
2.953125	-0.152105	-0.232702
2.956250	-1.678020	-1.758617
2.959375	-0.915062	-0.995659
2.962500	-1.296541	-1.377138
2.965625	-0.152105	-0.232702
2.968750	0.610853	0.530255
2.971875	0.610853	0.530255
2.975000	-0.152105	-0.232702
2.978125	-0.915062	-0.995659
2.981250	-0.152105	-0.232702
2.984375	0.229374	0.148777
2.987500	-0.152105	-0.232702
2.990625	-0.152105	-0.232702
2.993750	-0.533584	-0.614181
2.996875	0.229374	0.148777
3.000000	-0.152105	-0.232702
3.003125	-0.152105	-0.232702
3.006250	-0.533584	-0.614181
3.009375	-1.296541	-1.377138
3.012500	0.229374	0.148777
3.015625	-0.533584	-0.614181
3.018750	-0.152105	-0.232702
3.021875	-0.152105	-0.232702
3.025000	-0.152105	-0.232702
3.028125	-0.533584	-0.614181
3.031250	-0.152105	-0.232702
3.034375	-0.533584	-0.614181
3.037500	-0.152105	-0.232702
3.040625	-0.152105	-0.232702
3.043750	-0.152105	-0.232702
3.046875	0.610853	0.530255
3.050000	-0.152105	-0.232702
3.053125	-0.152105	-0.232702
3.056250	-1.296541	-1.377138
3.059375	-0.152105	-0.232702
3.062500	0.229374	0.148777
3.065625	-0.533584	-0.614181
3.068750	-0.915062	-0.995659
3.071875	-0.152105	-0.232702
3.075000	-0.152105	-0.232702
3.078125	-1.296541	-1.377138
3.081250	-1.678020	-1.758617
3.084375	-0.152105	-0.232702
3.087500	-0.915062	-0.995659
3.090625	-0.533584	-0.614181
3.093750	-0.152105	-0.232702
3.096875	-0.152105	-0.232702
3.100000	-0.152105	-0.232702
3.103125	0.229374	0.148777
3.106250	-0.915062	-0.995659
3.109375	-0.152105	-0.232702
3.112500	-0.533584	-0.614181
3.115625	-0.915062	-0.995659
3.118750	-1.296541	-1.377138
3.121875	-0.152105	-0.232702
3.125000	-0.152105	-0.232702
3.128125	-0.533584	-0.614181
3.131250	-0.152105	-0.232702
3.134375	-0.915062	-0.995659
3.137500	0.610853	0.530255
3.140625	-0.533584	-0.614181
3.143750	-0.915062	-0.995659
3.146875	-0.533584	-0.614181
3.150000	-0.533584	-0.614181
3.153125	-0.152105	-0.232702
3.156250	-0.152105	-0.232702
3.159375	0.610853	0.530255
3.162500	-0.533584	-0.614181
3.165625	-0.533584	-0.614181
3.168750	0.229374	0.148777
3.171875	-0.152105	-0.232702
3.175000	0.229374	0.148777
3.178125	0.229374	0.148777
3.181250	0.229374	0.148777
3.184375	-0.533584	-0.614181
3.187500	-0.533584	-0.614181
3.190625	0.229374	0.148777
3.193750	-0.915062	-0.995659
3.196875	-0.152105	-0.232702
3.200000	-0.152105	-0.232702
3.203125	-1.678020	-1.758617
3.206250	-0.915062	-0.995659
3.209375	-0.915062	-0.995659
3.212500	-0.152105	-0.232702
3.215625	0.610853	0.530255
3.218750	0.610853	0.530255
3.221875	-1.296541	-1.377138
3.225000	-0.152105	-0.232702
3.228125	-0.152105	-0.232702
3.231250	-0.152105	-0.232702
3.234375	-0.152105	-0.232702
3.237500	-0.152105	-0.232702
3.240625	-0.533584	-0.614181
3.243750	0.229374	0.148777
3.246875	-0.152105	-0.232702
3.250000	-0.533584	-0.614181
3.253125	0.229374	0.148777
3.256250	-0.152105	-0.232702
3.259375	-0.152105	-0.232702
3.262500	0.229374	0.148777
3.265625	0.610853	0.530255
3.268750	-0.533584	-0.614181
3.271875	-0.533584	-0.614181
3.275000	-0.533584	-0.614181
3.278125	-0.152105	-0.232702
3.281250	-0.152105	-0.232702
3.284375	-0.152105	-0.232702
3.287500	-0.152105	-0.232702
3.290625	0.229374	0.148777
3.293750	0.229374	0.148777
3.296875	-0.152105	-0.232702
3.300000	0.229374	0.148777
3.303125	-0.152105	-0.232702
3.306250	0.229374	0.148777
3.309375	-0.152105	-0.232702
3.312500	0.610853	0.530255
3.315625	-0.533584	-0.614181
3.318750	-0.533584	-0.614181
3.321875	-0.152105	-0.232702
3.325000	-1.678020	-1.758617
3.328125	-0.152105	-0.232702
3.331250	-0.915062	-0.995659
3.334375	0.229374	0.148777
3.337500	-0.152105	-0.232702
3.340625	-0.152105	-0.232702
3.343750	-0.152105	-0.232702
3.346875	-0.915062	-0.995659
3.350000	0.229374	0.148777
3.353125	-0.533584	-0.614181
3.356250	-0.533584	-0.614181
3.359375	-0.915062	-0.995659
3.362500	-0.152105	-0.232702
3.365625	0.229374	0.148777
3.368750	0.610853	0.530255
3.371875	0.229374	0.148777
3.375000	-0.152105	-0.232702
3.378125	-0.152105	-0.232702
3.381250	0.229374	0.148777
3.384375	-0.915062	-0.995659
3.387500	-0.152105	-0.232702
3.390625	-0.533584	-0.614181
3.393750	-0.533584	-0.614181
3.396875	-0.152105	-0.232702
3.400000	0.229374	0.148777
3.403125	-0.152105	-0.232702
3.406250	0.610853	0.530255
3.409375	-0.533584	-0.614181
3.412500	-0.152105	-0.232702
3.415625	0.229374	0.148777
3.418750	-0.152105	-0.232702
3.421875	0.610853	0.530255
3.425000	-0.152105	-0.232702
3.428125	-0.533584	-0.614181
3.431250	0.229374	0.148777
3.434375	0.229374	0.148777
3.437500	0.610853	0.530255
3.440625	-0.152105	-0.232702
3.443750	-0.152105	-0.232702
3.446875	-0.915062	-0.995659
3.450000	-0.533584	-0.614181
3.453125	-1.296541	-1.377138
3.456250	-0.533584	-0.614181
3.459375	-0.152105	-0.232702
3.462500	-0.152105	-0.232702
3.465625	-0.152105	-0.232702
3.468750	-0.533584	-0.614181
3.471875	0.229374	0.148777
3.475000	-0.533584	-0.614181
3.478125	-0.533584	-0.614181
3.481250	-0.915062	-0.995659
3.484375	0.229374	0.148777
3.487500	-0.533584	-0.614181
3.490625	0.610853	0.530255
3.493750	-0.533584	-0.614181
3.496875	0.610853	0.530255
3.500000	-0.533584	-0.614181
3.503125	0.229374	0.148777
3.506250	-0.152105	-0.232702
3.509375	-0.152105	-0.232702
3.512500	-0.152105	-0.232702
3.515625	-0.152105	-0.232702
3.518750	-0.152105	-0.232702
3.521875	-0.152105	-0.232702
3.525000	-0.533584	-0.614181
3.528125	0.992331	0.911734
3.531250	0.610853	0.530255
3.534375	0.229374	0.148777
3.537500	-0.533584	-0.614181
3.540625	-0.152105	-0.232702
3.543750	0.229374	0.148777
3.546875	-0.152105	-0.232702
3.550000	-0.152105	-0.232702
3.553125	-0.152105	-0.232702
3.556250	-0.152105	-0.232702
3.559375	-0.152105	-0.232702
3.562500	-0.152105	-0.232702
3.565625	-0.533584	-0.614181
3.568750	0.229374	0.148777
3.571875	-0.915062	-0.995659
3.575000	-1.678020	-1.758617
3.578125	-1.296541	-1.377138
3.581250	0.229374	0.148777
3.584375	0.229374	0.148777
3.587500	-0.152105	-0.232702
3.590625	-0.152105	-0.232702
3.593750	-0.152105	-0.232702
3.596875	-0.533584	-0.614181
3.600000	-0.152105	-0.232702
3.603125	0.229374	0.148777
3.606250	-0.152105	-0.232702
3.609375	0.229374	0.148777
3.612500	-0.152105	-0.232702
3.615625	-0.152105	-0.232702
3.618750	-0.533584	-0.614181
3.621875	0.610853	0.530255
3.625000	0.610853	0.530255
3.628125	-0.152105	-0.232702
3.631250	-0.533584	-0.614181
3.634375	-0.533584	-0.614181
3.637500	0.610853	0.530255
3.640625	-0.533584	-0.614181
3.643750	0.229374	0.148777
3.646875	-0.533584	-0.614181
3.650000	-0.152105	-0.232702
3.653125	-0.533584	-0.614181
3.656250	0.229374	0.148777
3.659375	-0.152105	-0.232702
3.662500	-0.152105	-0.232702
3.665625	-0.152105	-0.232702
3.668750	0.610853	0.530255
3.671875	-0.152105	-0.232702
3.675000	-0.533584	-0.614181
3.678125	-0.152105	-0.232702
3.681250	-0.152105	-0.232702
3.684375	-0.533584	-0.614181
3.687500	0.610853	0.530255
3.690625	-0.152105	-0.232702
3.693750	-1.296541	-1.377138
3.696875	-0.915062	-0.995659
3.700000	-1.296541	-1.377138
3.703125	0.229374	0.148777
3.706250	-0.152105	-0.232702
3.709375	-0.152105	-0.232702
3.712500	-0.152105	-0.232702
3.715625	-0.915062	-0.995659
3.718750	-0.152105	-0.232702
3.721875	0.229374	0.148777
3.725000	-0.533584	-0.614181
3.728125	-0.152105	-0.232702
3.731250	-0.533584	-0.614181
3.734375	-0.533584	-0.614181
3.737500	-0.152105	-0.232702
3.740625	-0.152105	-0.232702
3.743750	-0.152105	-0.232702
3.746875	-0.533584	-0.614181
3.750000	-0.152105	-0.232702
3.753125	-0.152105	-0.232702
3.756250	-0.533584	-0.614181
3.759375	-0.152105	-0.232702
3.762500	-0.152105	-0.232702
3.765625	-0.533584	-0.614181
3.768750	-0.152105	-0.232702
3.771875	-0.533584	-0.614181
3.775000	-0.152105	-0.232702
3.778125	-0.152105	-0.232702
3.781250	-0.533584	-0.614181
3.784375	-0.152105	-0.232702
3.787500	-0.152105	-0.232702
3.790625	-0.533584	-0.614181
3.793750	-0.152105	-0.232702
3.796875	0.229374	0.148777
3.800000	0.610853	0.530255
3.803125	-0.152105	-0.232702
3.806250	-0.152105	-0.232702
3.809375	-0.152105	-0.232702
3.812500	-0.152105	-0.232702
3.815625	-1.678020	-1.758617
3.818750	-1.296541	-1.377138
3.821875	-0.915062	-0.995659
3.825000	-0.533584	-0.614181
3.828125	-0.152105	-0.232702
3.831250	-0.533584	-0.614181
3.834375	0.229374	0.148777
3.837500	0.229374	0.148777
3.840625	-0.152105	-0.232702
3.843750	-0.533584	-0.614181
3.846875	0.229374	0.148777
3.850000	0.229374	0.148777
3.853125	0.229374	0.148777
3.856250	0.229374	0.148777
3.859375	-0.152105	-0.232702
3.862500	0.610853	0.530255
3.865625	-0.152105	-0.232702
3.868750	-0.152105	-0.232702
3.871875	-0.152105	-0.232702
3.875000	-0.915062	-0.995659
3.878125	0.229374	0.148777
3.881250	-0.152105	-0.232702
3.884375	-0.533584	-0.614181
3.887500	-0.533584	-0.614181
3.890625	-0.152105	-0.232702
3.893750	1.373810	1.293213
3.896875	19.684787	19.604190
3.900000	29.984711	29.904114
3.903125	28.840275	28.759678
3.906250	25.406967	25.326370
3.909375	18.540351	18.459754
3.912500	4.425639	4.345042
3.915625	-0.915062	-0.995659
3.918750	1.373810	1.293213
3.921875	-0.915062	-0.995659
3.925000	0.610853	0.530255
3.928125	-0.152105	-0.232702
3.931250	0.229374	0.148777
3.934375	-1.296541	-1.377138
3.937500	5.188597	5.108000
3.940625	9.384862	9.304265
3.943750	10.529298	10.448701
3.946875	10.910777	10.830180
3.950000	9.766341	9.685744
3.953125	8.240426	8.159829
3.956250	7.095990	7.015393
3.959375	6.714511	6.633914
3.962500	5.951554	5.870957
3.965625	5.951554	5.870957
3.968750	7.477469	7.396872
3.971875	7.095990	7.015393
3.975000	5.951554	5.870957
3.978125	6.333033	6.252436
3.981250	7.095990	7.015393
3.984375	6.714511	6.633914
3.987500	6.333033	6.252436
3.990625	6.333033	6.252436
3.993750	6.333033	6.252436
3.996875	7.095990	7.015393
4.000000	6.714511	6.633914
4.003125	7.095990	7.015393
4.006250	6.714511	6.633914
4.009375	7.477469	7.396872
4.012500	7.095990	7.015393
4.015625	7.095990	7.015393
4.018750	6.714511	6.633914
4.021875	7.095990	7.015393
4.025000	7.858948	7.778350
4.028125	7.477469	7.396872
4.031250	7.095990	7.015393
4.034375	6.333033	6.252436
4.037500	7.095990	7.015393
4.040625	6.714511	6.633914
4.043750	7.095990	7.015393
4.046875	6.714511	6.633914
4.050000	6.333033	6.252436
4.053125	7.477469	7.396872
4.056250	7.858948	7.778350
4.059375	7.095990	7.015393
4.062500	6.714511	6.633914
4.065625	6.333033	6.252436
4.068750	6.714511	6.633914
4.071875	7.477469	7.396872
4.075000	7.858948	7.778350
4.078125	7.858948	7.778350
4.081250	8.240426	8.159829
4.084375	8.240426	8.159829
4.087500	8.240426	8.159829
4.090625	7.858948	7.778350
4.093750	8.621905	8.541308
4.096875	8.621905	8.541308
4.100000	9.003384	8.922786
4.103125	9.003384	8.922786
4.106250	9.384862	9.304265
4.109375	9.384862	9.304265
4.112500	9.003384	8.922786
4.115625	9.384862	9.304265
4.118750	9.766341	9.685744
4.121875	10.529298	10.448701
4.125000	10.529298	10.448701
4.128125	11.292256	11.211659
4.131250	10.147820	10.067222
4.134375	11.292256	11.211659
4.137500	11.673734	11.593137
4.140625	12.055213	11.974616
4.143750	12.055213	11.974616
4.146875	11.673734	11.593137
4.150000	12.055213	11.974616
4.153125	13.581128	13.500531
4.156250	13.199649	13.119052
4.159375	13.199649	13.119052
4.162500	13.199649	13.119052
4.165625	14.344085	14.263488
4.168750	15.107043	15.026445
4.171875	13.962606	13.882009
4.175000	15.107043	15.026445
4.178125	14.344085	14.263488
4.181250	15.488521	15.407924
4.184375	14.725564	14.644967
4.187500	14.725564	14.644967
4.190625	15.488521	15.407924
4.193750	15.870000	15.789403
4.196875	15.870000	15.789403
4.200000	16.632957	16.552360
4.203125	16.632957	16.552360
4.206250	16.632957	16.552360
4.209375	17.395915	17.315318
4.212500	17.395915	17.315318
4.215625	17.014436	16.933839
4.218750	17.395915	17.315318
4.221875	18.158872	18.078275
4.225000	18.158872	18.078275
4.228125	18.158872	18.078275
4.231250	18.540351	18.459754
4.234375	18.540351	18.459754
4.237500	19.303308	19.222711
4.240625	18.921829	18.841232
4.243750	18.921829	18.841232
4.246875	19.303308	19.222711
4.250000	19.303308	19.222711
4.253125	20.447744	20.367147
4.256250	19.303308	19.222711
4.259375	19.684787	19.604190
4.262500	20.066265	19.985668
4.265625	19.684787	19.604190
4.268750	20.066265	19.985668
4.271875	19.303308	19.222711
4.275000	20.447744	20.367147
4.278125	20.447744	20.367147
4.281250	20.829223	20.748626
4.284375	19.684787	19.604190
4.287500	21.210701	21.130104
4.290625	21.210701	21.130104
4.293750	21.592180	21.511583
4.296875	21.973659	21.893062
4.300000	21.592180	21.511583
4.303125	21.592180	21.511583
4.306250	21.210701	21.130104
4.309375	21.210701	21.130104
4.312500	21.973659	21.893062
4.315625	22.355138	22.274540
4.318750	22.355138	22.274540
4.321875	23.881052	23.800455
4.325000	23.118095	23.037498
4.328125	24.262531	24.181934
4.331250	23.499574	23.418976
4.334375	23.118095	23.037498
4.337500	23.881052	23.800455
4.340625	24.644010	24.563413
4.343750	24.262531	24.181934
4.346875	25.025488	24.944891
4.350000	25.406967	25.326370
4.353125	25.788446	25.707849
4.356250	26.169924	26.089327
4.359375	26.551403	26.470806
4.362500	26.169924	26.089327
4.365625	27.695839	27.615242
4.368750	28.077318	27.996721
4.371875	28.458797	28.378199
4.375000	28.077318	27.996721
4.378125	28.077318	27.996721
4.381250	28.458797	28.378199
4.384375	29.603233	29.522635
4.387500	29.221754	29.141157
4.390625	29.603233	29.522635
4.393750	29.984711	29.904114
4.396875	29.221754	29.141157
4.400000	30.366190	30.285593
4.403125	29.221754	29.141157
4.406250	29.984711	29.904114
4.409375	30.366190	30.285593
4.412500	29.984711	29.904114
4.415625	30.366190	30.285593
4.418750	30.366190	30.285593
4.421875	31.129147	31.048550
4.425000	30.747669	30.667071
4.428125	31.510626	31.430029
4.431250	31.129147	31.048550
4.434375	32.273583	32.192986
4.437500	31.892105	31.811508
4.440625	33.418019	33.337422
4.443750	34.943934	34.863337
4.446875	35.325413	35.244816
4.450000	35.706892	35.626294
4.453125	35.706892	35.626294
4.456250	36.469849	36.389252
4.459375	36.088370	36.007773
4.462500	36.851328	36.770730
4.465625	36.851328	36.770730
4.468750	37.614285	37.533688
4.471875	37.614285	37.533688
4.475000	39.140200	39.059603
4.478125	37.995764	37.915167
4.481250	39.903157	39.822560
4.484375	41.047593	40.966996
4.487500	41.429072	41.348475
4.490625	42.573508	42.492911
4.493750	42.573508	42.492911
4.496875	41.047593	40.966996
4.500000	42.192029	42.111432
4.503125	43.336465	43.255868
4.506250	42.573508	42.492911
4.509375	42.954987	42.874389
4.512500	42.192029	42.111432
4.515625	43.336465	43.255868
4.518750	43.717944	43.637347
4.521875	42.954987	42.874389
4.525000	44.480901	44.400304
4.528125	44.862380	44.781783
4.531250	44.480901	44.400304
4.534375	44.480901	44.400304
4.537500	44.862380	44.781783
4.540625	44.480901	44.400304
4.543750	45.243859	45.163262
4.546875	45.243859	45.163262
4.550000	46.769773	46.689176
4.553125	46.388295	46.307698
4.556250	45.243859	45.163262
4.559375	46.006816	45.926219
4.562500	46.006816	45.926219
4.565625	47.151252	47.070655
4.568750	47.532731	47.452134
4.571875	48.295688	48.215091
4.575000	48.295688	48.215091
4.578125	47.914209	47.833612
4.581250	48.295688	48.215091
4.584375	47.532731	47.452134
4.587500	49.440124	49.359527
4.590625	49.821603	49.741006
4.593750	49.821603	49.741006
4.596875	50.966039	50.885442
4.600000	51.347518	51.266920
4.603125	50.584560	50.503963
4.606250	51.728996	51.648399
4.609375	51.728996	51.648399
4.612500	52.491954	52.411357
4.615625	52.491954	52.411357
4.618750	52.491954	52.411357
4.621875	52.110475	52.029878
4.625000	52.873432	52.792835
4.628125	54.399347	54.318750
4.631250	54.017868	53.937271
4.634375	53.636390	53.555793
4.637500	55.162304	55.081707
4.640625	54.780826	54.700229
4.643750	55.543783	55.463186
4.646875	55.543783	55.463186
4.650000	55.162304	55.081707
4.653125	55.925262	55.844665
4.656250	56.306741	56.226143
4.659375	56.688219	56.607622
4.662500	56.306741	56.226143
4.665625	56.306741	56.226143
4.668750	56.688219	56.607622
4.671875	57.069698	56.989101
4.675000	58.595613	58.515015
4.678125	58.214134	58.133537
4.681250	59.358570	59.277973
4.684375	60.121527	60.040930
4.687500	62.028921	61.948324
4.690625	60.121527	60.040930
4.693750	60.884485	60.803888
4.696875	61.647442	61.566845
4.700000	63.173357	63.092760
4.703125	62.028921	61.948324
4.706250	62.410399	62.329802
4.709375	62.791878	62.711281
4.712500	64.317793	64.237196
4.715625	64.317793	64.237196
4.718750	63.173357	63.092760
4.721875	64.317793	64.237196
4.725000	63.936314	63.855717
4.728125	64.317793	64.237196
4.731250	66.225186	66.144589
4.734375	65.843708	65.763111
4.737500	65.843708	65.763111
4.740625	65.843708	65.763111
4.743750	67.751101	67.670504
4.746875	66.606665	66.526068
4.750000	67.369622	67.289025
4.753125	66.988144	66.907547
4.756250	66.225186	66.144589
4.759375	69.277016	69.196419
4.762500	69.277016	69.196419
4.765625	68.132580	68.051983
4.768750	69.658494	69.577897
4.771875	68.514058	68.433461
4.775000	68.132580	68.051983
4.778125	68.895537	68.814940
4.781250	69.277016	69.196419
4.784375	70.039973	69.959376
4.787500	71.184409	71.103812
4.790625	70.802931	70.722333
4.793750	71.184409	71.103812
4.796875	70.421452	70.340855
4.800000	71.565888	71.485291
4.803125	70.421452	70.340855
4.806250	72.710324	72.629727
4.809375	72.328845	72.248248
4.812500	73.091803	73.011206
4.815625	73.854760	73.774163
4.818750	73.854760	73.774163
4.821875	74.617717	74.537120
4.825000	74.236239	74.155642
4.828125	73.854760	73.774163
4.831250	74.999196	74.918599
4.834375	74.617717	74.537120
4.837500	74.999196	74.918599
4.840625	75.762153	75.681556
4.843750	75.380675	75.300078
4.846875	74.999196	74.918599
4.850000	74.999196	74.918599
4.853125	75.762153	75.681556
4.856250	74.617717	74.537120
4.859375	76.143632	76.063035
4.862500	75.380675	75.300078
4.865625	76.906590	76.825992
4.868750	75.762153	75.681556
4.871875	76.143632	76.063035
4.875000	76.906590	76.825992
4.878125	76.143632	76.063035
4.881250	76.143632	76.063035
4.884375	76.525111	76.444514
4.887500	77.288068	77.207471
4.890625	77.669547	77.588950
4.893750	78.051026	77.970428
4.896875	76.906590	76.825992
4.900000	78.432504	78.351907
4.903125	77.288068	77.207471
4.906250	76.525111	76.444514
4.909375	78.051026	77.970428
4.912500	77.288068	77.207471
4.915625	78.432504	78.351907
4.918750	78.432504	78.351907
4.921875	77.669547	77.588950
4.925000	77.288068	77.207471
4.928125	77.288068	77.207471
4.931250	77.288068	77.207471
4.934375	78.051026	77.970428
4.937500	78.051026	77.970428
4.940625	78.051026	77.970428
4.943750	78.813983	78.733386
4.946875	78.432504	78.351907
4.950000	78.813983	78.733386
4.953125	77.669547	77.588950
4.956250	79.576940	79.496343
4.959375	79.195462	79.114864
4.962500	77.669547	77.588950
4.965625	78.432504	78.351907
4.968750	79.576940	79.496343
4.971875	78.432504	78.351907
4.975000	79.195462	79.114864
4.978125	80.339898	80.259301
4.981250	80.339898	80.259301
4.984375	78.813983	78.733386
4.987500	80.721376	80.640779
4.990625	79.195462	79.114864
4.993750	79.958419	79.877822
4.996875	80.339898	80.259301
5.000000	79.195462	79.114864
5.003125	78.813983	78.733386
5.006250	79.576940	79.496343
5.009375	79.958419	79.877822
5.012500	79.958419	79.877822
5.015625	80.339898	80.259301
5.018750	79.958419	79.877822
5.021875	80.339898	80.259301
5.025000	80.339898	80.259301
5.028125	80.721376	80.640779
5.031250	79.576940	79.496343
5.034375	82.628770	82.548173
5.037500	79.958419	79.877822
5.040625	81.102855	81.022258
5.043750	81.484334	81.403737
5.046875	80.721376	80.640779
5.050000	80.721376	80.640779
5.053125	81.102855	81.022258
5.056250	81.865812	81.785215
5.059375	82.628770	82.548173
5.062500	83.010248	82.929651
5.065625	82.628770	82.548173
5.068750	82.628770	82.548173
5.071875	82.628770	82.548173
5.075000	82.628770	82.548173
5.078125	83.773206	83.692609
5.081250	83.773206	83.692609
5.084375	84.536163	84.455566
5.087500	84.154685	84.074087
5.090625	83.391727	83.311130
5.093750	83.773206	83.692609
5.096875	83.773206	83.692609
5.100000	84.154685	84.074087
5.103125	84.536163	84.455566
5.106250	83.773206	83.692609
5.109375	83.773206	83.692609
5.112500	84.917642	84.837045
5.115625	84.536163	84.455566
5.118750	85.680599	85.600002
5.121875	86.443557	86.362959
5.125000	87.587993	87.507396
5.128125	87.969471	87.888874
5.131250	87.969471	87.888874
5.134375	89.495386	89.414789
5.137500	88.732429	88.651832
5.140625	89.113907	89.033310
5.143750	90.639822	90.559225
5.146875	89.113907	89.033310
5.150000	89.495386	89.414789
5.153125	90.258343	90.177746
5.156250	89.495386	89.414789
5.159375	89.113907	89.033310
5.162500	89.876865	89.796268
5.165625	90.258343	90.177746
5.168750	90.639822	90.559225
5.171875	89.876865	89.796268
5.175000	90.258343	90.177746
5.178125	91.021301	90.940704
5.181250	91.402780	91.322182
5.184375	94.073130	93.992533
5.187500	95.217566	95.136969
5.190625	94.836088	94.755491
5.193750	94.836088	94.755491
5.196875	94.836088	94.755491
5.200000	95.217566	95.136969
5.203125	97.124960	97.044363
5.206250	96.362002	96.281405
5.209375	97.887917	97.807320
5.212500	99.032353	98.951756
5.215625	99.413832	99.333235
5.218750	98.650875	98.570277
5.221875	98.269396	98.188799
5.225000	99.795311	99.714713
5.228125	99.795311	99.714713
5.231250	100.176789	100.096192
5.234375	100.939747	100.859150
5.237500	99.795311	99.714713
5.240625	100.558268	100.477671
5.243750	100.176789	100.096192
5.246875	99.795311	99.714713
5.250000	100.176789	100.096192
5.253125	100.939747	100.859150
5.256250	99.413832	99.333235
5.259375	101.702704	101.622107
5.262500	103.228619	103.148022
5.265625	104.373055	104.292458
5.268750	105.517491	105.436894
5.271875	106.280448	106.199851
5.275000	106.661927	106.581330
5.278125	107.806363	107.725766
5.281250	106.280448	106.199851
5.284375	106.280448	106.199851
5.287500	107.043406	106.962808
5.290625	107.043406	106.962808
5.293750	105.898970	105.818372
5.296875	106.661927	106.581330
5.300000	107.043406	106.962808
5.303125	109.332278	109.251681
5.306250	109.713756	109.633159
5.309375	111.239671	111.159074
5.312500	112.384107	112.303510
5.315625	113.910022	113.829425
5.318750	114.291501	114.210904
5.321875	114.291501	114.210904
5.325000	114.672979	114.592382
5.328125	114.672979	114.592382
5.331250	116.198894	116.118297
5.334375	114.672979	114.592382
5.337500	114.672979	114.592382
5.340625	113.910022	113.829425
5.343750	115.054458	114.973861
5.346875	114.672979	114.592382
5.350000	115.435937	115.355340
5.353125	116.580373	116.499776
5.356250	115.054458	114.973861
5.359375	115.435937	115.355340
5.362500	116.198894	116.118297
5.365625	115.817415	115.736818
5.368750	116.198894	116.118297
5.371875	115.054458	114.973861
5.375000	116.198894	116.118297
5.378125	116.198894	116.118297
5.381250	116.961851	116.881254
5.384375	115.817415	115.736818
5.387500	116.961851	116.881254
5.390625	116.961851	116.881254
5.393750	116.961851	116.881254
5.396875	116.198894	116.118297
5.400000	117.343330	117.262733
5.403125	117.343330	117.262733
5.406250	117.343330	117.262733
5.409375	118.869245	118.788648
5.412500	118.487766	118.407169
5.415625	117.343330	117.262733
5.418750	118.106287	118.025690
5.421875	118.106287	118.025690
5.425000	120.395160	120.314562
5.428125	120.395160	120.314562
5.431250	120.395160	120.314562
5.434375	120.395160	120.314562
5.437500	120.395160	120.314562
5.440625	120.013681	119.933084
5.443750	120.776638	120.696041
5.446875	121.158117	121.077520
5.450000	121.158117	121.077520
5.453125	120.013681	119.933084
5.456250	120.395160	120.314562
5.459375	120.776638	120.696041
5.462500	120.395160	120.314562
5.465625	120.395160	120.314562
5.468750	121.539596	121.458999
5.471875	120.776638	120.696041
5.475000	120.776638	120.696041
