time_s	force_N
4.781700	59.067428
4.783770	57.899455
4.785840	58.288779
4.787910	58.288779
4.789980	59.067428
4.792050	59.846076
4.794120	61.014048
4.796190	61.792696
4.798260	61.014048
4.800330	61.014048
4.802400	59.067428
4.804470	58.678104
4.806540	58.678104
4.808610	55.952835
4.810680	54.784863
4.812750	55.174187
4.814820	54.395539
4.816890	54.395539
4.818960	55.563511
4.821030	55.952835
4.823100	58.288779
4.825170	58.678104
4.827240	57.899455
4.829310	57.120807
4.831380	55.563511
4.833450	55.563511
4.835520	53.227567
4.837590	52.059595
4.839660	51.280947
4.841730	51.670271
4.843800	50.891623
4.845870	51.280947
4.847940	51.280947
4.850010	52.059595
4.852080	52.059595
4.854150	51.670271
4.856220	50.502299
4.858290	48.945003
4.860360	48.945003
4.862430	48.945003
4.864500	47.777031
4.866570	45.830411
4.868640	46.998383
4.870710	45.830411
4.872780	45.441087
4.874850	46.219735
4.876920	46.219735
4.878990	46.609059
4.881060	46.219735
4.883130	45.441087
4.885200	44.273115
4.887270	43.494467
4.889340	43.105143
4.891410	43.883791
4.893480	43.105143
4.895550	42.715819
4.897620	42.715819
4.899690	42.326495
4.901760	41.937171
4.903830	42.326495
4.905900	41.547847
4.907970	41.937171
4.910040	40.769199
4.912110	41.937171
4.914180	41.158523
4.916250	41.547847
4.918320	39.990551
4.920390	40.769199
4.922460	40.769199
4.924530	40.379875
4.926600	40.379875
4.928670	41.158523
4.930740	40.379875
4.932810	41.547847
4.934880	41.937171
4.936950	42.326495
4.939020	41.158523
4.941090	41.158523
4.943160	41.547847
4.945230	41.158523
4.947300	40.379875
4.949370	40.379875
4.951440	39.601227
4.953510	39.601227
4.955580	39.601227
4.957650	39.211903
4.959720	38.433255
4.961790	38.822579
4.963860	39.211903
4.965930	38.433255
4.968000	38.433255
4.970070	38.043931
4.972140	38.043931
4.974210	37.654607
4.976280	37.265283
4.978350	37.265283
4.980420	36.486635
4.982490	37.265283
4.984560	36.097311
4.986630	36.097311
4.988700	35.707987
4.990770	35.707987
4.992840	35.707987
4.994910	35.318663
4.996980	34.540015
4.999050	34.150691
5.001120	34.150691
5.003190	34.150691
5.005260	34.540015
5.007330	34.540015
5.009400	34.929339
5.011470	34.929339
5.013540	34.540015
5.015610	34.929339
5.017680	34.150691
5.019750	34.540015
5.021820	34.150691
5.023890	33.761367
5.025960	33.761367
5.028030	33.372043
5.030100	32.982719
5.032170	33.761367
5.034240	32.982719
5.036310	32.593395
5.038380	32.204071
5.040450	32.593395
5.042520	31.814747
5.044590	31.814747
5.046660	31.814747
5.048730	31.425423
5.050800	32.204071
5.052870	31.036099
5.054940	31.814747
5.057010	31.036099
5.059080	31.814747
5.061150	31.425423
5.063220	30.646775
5.065290	30.646775
5.067360	30.646775
5.069430	31.425423
5.071500	31.814747
5.073570	29.868127
5.075640	30.646775
5.077710	29.868127
5.079780	30.257451
5.081850	29.478803
5.083920	29.478803
5.085990	29.089479
5.088060	29.478803
5.090130	28.310831
5.092200	29.089479
5.094270	27.532183
5.096340	27.921507
5.098410	27.921507
5.100480	27.921507
5.102550	27.532183
5.104620	27.532183
5.106690	27.921507
5.108760	27.532183
5.110830	27.921507
5.112900	27.532183
5.114970	28.310831
5.117040	27.532183
5.119110	27.532183
5.121180	26.753535
5.123250	26.364211
5.125320	26.364211
5.127390	26.753535
5.129460	25.974887
5.131530	25.974887
5.133600	25.974887
5.135670	26.753535
5.137740	25.585563
5.139810	24.417591
5.141880	25.196239
5.143950	25.196239
5.146020	24.806915
5.148090	23.638943
5.150160	23.638943
5.152230	23.249619
5.154300	22.860295
5.156370	23.249619
5.158440	24.028267
5.160510	22.860295
5.162580	22.860295
5.164650	23.249619
5.166720	23.638943
5.168790	23.249619
5.170860	23.249619
5.172930	23.249619
5.175000	22.470971
5.177070	22.470971
5.179140	21.692323
5.181210	22.860295
5.183280	21.692323
5.185350	22.081647
5.187420	20.913675
5.189490	21.692323
5.191560	21.692323
5.193630	21.692323
5.195700	21.692323
5.197770	21.692323
5.199840	22.470971
5.201910	22.081647
5.203980	21.692323
5.206050	21.302999
5.208120	20.524351
5.210190	21.302999
5.212260	20.913675
5.214330	20.913675
5.216400	20.524351
5.218470	20.135027
5.220540	20.135027
5.222610	20.135027
5.224680	20.524351
5.226750	20.135027
5.228820	20.135027
5.230890	19.745703
5.232960	19.356379
5.235030	19.745703
5.237100	18.967055
5.239170	18.967055
5.241240	18.967055
5.243310	18.967055
5.245380	18.967055
5.247450	19.745703
5.249520	18.967055
5.251590	18.967055
5.253660	18.967055
5.255730	18.967055
5.257800	18.188407
5.259870	18.577731
5.261940	18.188407
5.264010	18.577731
5.266080	17.020435
5.268150	17.799083
5.270220	17.799083
5.272290	17.020435
5.274360	17.020435
5.276430	17.799083
5.278500	17.020435
5.280570	17.409759
5.282640	17.409759
5.284710	18.188407
5.286780	17.020435
5.288850	17.020435
5.290920	17.409759
5.292990	15.852463
5.295060	16.631111
5.297130	17.020435
5.299200	16.241787
5.301270	17.020435
5.303340	16.631111
5.305410	16.241787
5.307480	15.852463
5.309550	15.852463
5.311620	15.463139
5.313690	15.073815
5.315760	15.463139
5.317830	15.073815
5.319900	17.020435
5.321970	16.241787
5.324040	15.463139
5.326110	15.463139
5.328180	15.463139
5.330250	15.852463
5.332320	15.073815
5.334390	15.852463
5.336460	16.241787
5.338530	15.463139
5.340600	15.852463
5.342670	15.463139
5.344740	15.073815
5.346810	15.852463
5.348880	15.073815
5.350950	15.852463
5.353020	15.073815
5.355090	14.684491
5.357160	15.073815
5.359230	15.073815
5.361300	14.295167
5.363370	14.295167
5.365440	14.684491
5.367510	15.073815
5.369580	13.905843
5.371650	14.295167
5.373720	14.684491
5.375790	13.905843
5.377860	13.516519
5.379930	14.684491
5.382000	13.905843
5.384070	13.516519
5.386140	13.127195
5.388210	13.516519
5.390280	13.127195
5.392350	13.127195
5.394420	12.737871
5.396490	13.127195
5.398560	13.127195
5.400630	13.127195
5.402700	13.127195
5.404770	13.127195
5.406840	13.127195
5.408910	13.516519
5.410980	13.127195
5.413050	13.127195
5.415120	12.737871
5.417190	13.127195
5.419260	12.348547
5.421330	12.737871
5.423400	13.127195
5.425470	13.516519
5.427540	12.348547
5.429610	12.348547
5.431680	12.348547
5.433750	11.569899
5.435820	11.959223
5.437890	11.959223
5.439960	11.569899
5.442030	11.959223
5.444100	11.180575
5.446170	11.569899
5.448240	12.737871
5.450310	11.180575
5.452380	11.180575
5.454450	10.791251
5.456520	11.180575
5.458590	10.791251
5.460660	11.180575
5.462730	11.569899
5.464800	10.791251
5.466870	10.791251
5.468940	10.791251
5.471010	10.791251
5.473080	11.180575
5.475150	10.401927
5.477220	10.401927
5.479290	10.791251
5.481360	10.401927
5.483430	10.012603
5.485500	10.791251
5.487570	10.012603
5.489640	9.623279
5.491710	10.012603
5.493780	9.623279
5.495850	10.012603
5.497920	9.233955
5.499990	9.623279
5.502060	9.623279
5.504130	9.623279
5.506200	9.623279
5.508270	8.844631
5.510340	9.623279
5.512410	10.012603
5.514480	9.623279
5.516550	9.233955
5.518620	9.623279
5.520690	9.623279
5.522760	8.844631
5.524830	8.065983
5.526900	8.844631
5.528970	8.844631
5.531040	9.233955
5.533110	9.233955
5.535180	8.844631
5.537250	8.455307
5.539320	8.455307
5.541390	8.455307
5.543460	8.065983
5.545530	7.676659
5.547600	8.844631
5.549670	7.676659
5.551740	8.844631
5.553810	7.676659
5.555880	7.676659
5.557950	8.065983
5.560020	7.676659
5.562090	7.676659
5.564160	6.898011
5.566230	8.065983
5.568300	7.287335
5.570370	7.676659
5.572440	7.287335
5.574510	7.676659
5.576580	6.898011
5.578650	7.287335
5.580720	7.287335
5.582790	6.898011
5.584860	7.287335
5.586930	7.287335
5.589000	7.287335
5.591070	6.898011
5.593140	6.898011
5.595210	6.119363
5.597280	7.676659
5.599350	6.508687
5.601420	6.119363
5.603490	6.898011
5.605560	6.898011
5.607630	6.508687
5.609700	6.898011
5.611770	6.508687
5.613840	5.730039
5.615910	6.119363
5.617980	5.340715
5.620050	6.508687
5.622120	7.287335
5.624190	6.119363
5.626260	5.730039
5.628330	6.508687
5.630400	5.730039
5.632470	5.730039
5.634540	5.340715
5.636610	5.340715
5.638680	6.508687
5.640750	6.508687
5.642820	4.951391
5.644890	4.951391
5.646960	5.340715
5.649030	5.340715
5.651100	6.119363
5.653170	5.340715
5.655240	5.340715
5.657310	5.730039
5.659380	5.340715
5.661450	4.951391
5.663520	5.730039
5.665590	4.951391
5.667660	4.562067
5.669730	5.340715
5.671800	4.951391
5.673870	4.172743
5.675940	4.562067
5.678010	4.951391
5.680080	4.172743
5.682150	5.340715
5.684220	3.783419
5.686290	4.172743
5.688360	4.951391
5.690430	4.951391
5.692500	4.951391
5.694570	5.340715
5.696640	4.562067
5.698710	4.562067
5.700780	4.562067
5.702850	4.562067
5.704920	4.951391
5.706990	4.951391
5.709060	3.783419
5.711130	4.172743
5.713200	4.562067
5.715270	4.562067
5.717340	4.951391
5.719410	4.562067
5.721480	4.562067
5.723550	3.394095
5.725620	3.394095
5.727690	4.172743
5.729760	3.783419
5.731830	4.172743
5.733900	4.951391
5.735970	3.783419
5.738040	4.172743
5.740110	4.172743
5.742180	3.394095
5.744250	3.783419
5.746320	3.394095
5.748390	3.394095
5.750460	3.004771
5.752530	3.783419
5.754600	3.783419
5.756670	3.783419
5.758740	3.394095
5.760810	3.394095
5.762880	3.783419
5.764950	3.394095
5.767020	3.783419
5.769090	3.394095
5.771160	3.004771
5.773230	3.004771
5.775300	3.394095
5.777370	3.004771
5.779440	3.394095
5.781510	2.226123
5.783580	3.394095
5.785650	3.783419
5.787720	4.172743
5.789790	3.394095
5.791860	3.783419
5.793930	3.004771
5.796000	3.004771
5.798070	2.226123
5.800140	2.226123
5.802210	3.004771
5.804280	3.394095
5.806350	3.783419
5.808420	3.004771
5.810490	3.394095
5.812560	2.226123
5.814630	3.783419
5.816700	3.394095
5.818770	2.615447
5.820840	3.394095
5.822910	3.394095
5.824980	3.004771
5.827050	3.394095
5.829120	3.004771
5.831190	2.615447
5.833260	3.004771
5.835330	3.394095
5.837400	2.226123
5.839470	3.783419
5.841540	2.226123
5.843610	2.615447
5.845680	2.226123
5.847750	3.004771
5.849820	1.836799
5.851890	2.615447
5.853960	3.004771
5.856030	2.615447
5.858100	2.615447
5.860170	1.836799
5.862240	2.615447
5.864310	2.226123
5.866380	2.615447
5.868450	2.615447
5.870520	2.615447
5.872590	2.615447
5.874660	1.836799
5.876730	2.615447
5.878800	3.004771
5.880870	2.226123
5.882940	2.226123
5.885010	2.226123
5.887080	1.447475
5.889150	2.615447
5.891220	1.836799
5.893290	2.226123
5.895360	2.226123
5.897430	1.836799
5.899500	3.004771
5.901570	2.226123
5.903640	2.615447
5.905710	2.615447
5.907780	2.615447
5.909850	2.226123
5.911920	2.226123
5.913990	2.226123
5.916060	2.615447
5.918130	2.615447
5.920200	2.226123
5.922270	3.394095
5.924340	2.226123
5.926410	2.615447
5.928480	2.226123
5.930550	1.836799
5.932620	2.226123
5.934690	1.836799
5.936760	2.615447
5.938830	2.226123
5.940900	1.836799
5.942970	2.226123
5.945040	2.615447
5.947110	2.615447
5.949180	2.226123
5.951250	1.447475
5.953320	2.226123
5.955390	1.836799
5.957460	1.836799
5.959530	1.836799
5.961600	2.226123
5.963670	1.836799
5.965740	2.226123
5.967810	1.836799
5.969880	1.447475
5.971950	2.226123
5.974020	2.615447
5.976090	1.447475
5.978160	1.058151
5.980230	1.447475
5.982300	1.836799
5.984370	1.447475
5.986440	2.615447
5.988510	2.226123
5.990580	2.226123
5.992650	2.226123
5.994720	1.836799
5.996790	1.447475
5.998860	2.226123
6.000930	1.836799
6.003000	1.836799
6.005070	1.836799
6.007140	2.226123
6.009210	1.447475
6.011280	1.836799
6.013350	1.447475
6.015420	2.226123
6.017490	1.447475
6.019560	1.447475
6.021630	1.836799
6.023700	1.058151
6.025770	1.836799
6.027840	0.279503
6.029910	1.447475
6.031980	1.447475
6.034050	1.447475
6.036120	2.226123
6.038190	1.447475
6.040260	1.447475
6.042330	1.447475
6.044400	1.836799
6.046470	1.447475
6.048540	1.058151
6.050610	1.447475
6.052680	1.058151
6.054750	1.836799
6.056820	1.836799
6.058890	1.447475
6.060960	1.836799
6.063030	1.447475
6.065100	1.836799
6.067170	1.447475
6.069240	0.668827
6.071310	1.836799
6.073380	1.447475
6.075450	0.668827
6.077520	1.836799
6.079590	1.447475
6.081660	1.447475
6.083730	1.447475
6.085800	1.836799
6.087870	1.836799
6.089940	1.058151
6.092010	1.447475
6.094080	1.447475
6.096150	1.836799
6.098220	1.058151
6.100290	1.058151
6.102360	1.058151
6.104430	0.668827
6.106500	0.668827
6.108570	1.447475
6.110640	1.058151
6.112710	1.447475
6.114780	1.058151
6.116850	1.058151
6.118920	1.058151
6.120990	1.058151
6.123060	1.058151
6.125130	1.447475
6.127200	1.058151
6.129270	0.668827
6.131340	1.836799
6.133410	1.447475
6.135480	1.836799
6.137550	0.668827
6.139620	0.279503
6.141690	0.668827
6.143760	1.447475
6.145830	0.668827
6.147900	1.058151
6.149970	1.058151
6.152040	1.058151
6.154110	1.058151
6.156180	1.058151
6.158250	1.058151
6.160320	0.668827
6.162390	1.447475
6.164460	1.058151
6.166530	0.279503
6.168600	0.668827
6.170670	1.447475
6.172740	0.279503
6.174810	0.279503
6.176880	1.058151
6.178950	0.668827
6.181020	0.668827
6.183090	0.668827
6.185160	0.279503
6.187230	1.058151
6.189300	0.668827
6.191370	1.058151
6.193440	0.668827
6.195510	0.279503
6.197580	0.668827
6.199650	0.668827
6.201720	0.668827
6.203790	1.836799
6.205860	1.447475
6.207930	1.058151
6.210000	1.058151
6.212070	1.058151
6.214140	1.058151
6.216210	1.058151
6.218280	1.058151
6.220350	0.668827
6.222420	1.058151
6.224490	1.058151
6.226560	0.668827
6.228630	1.447475
6.230700	1.447475
6.232770	1.447475
6.234840	0.279503
6.236910	0.668827
6.238980	1.058151
6.241050	0.668827
6.243120	1.058151
6.245190	0.279503
6.247260	0.668827
6.249330	1.058151
6.251400	0.668827
6.253470	1.447475
6.255540	1.447475
6.257610	1.058151
6.259680	1.447475
6.261750	1.058151
6.263820	0.668827
6.265890	1.447475
6.267960	0.279503
6.270030	0.668827
6.272100	-0.109821
6.274170	0.279503
6.276240	1.058151
6.278310	0.668827
6.280380	1.447475
6.282450	0.668827
6.284520	0.279503
6.286590	1.447475
6.288660	1.058151
6.290730	0.668827
6.292800	1.058151
6.294870	0.279503
6.296940	0.668827
6.299010	0.668827
6.301080	1.058151
6.303150	1.447475
6.305220	0.668827
6.307290	0.668827
6.309360	0.668827
6.311430	0.668827
6.313500	0.279503
6.315570	1.058151
6.317640	1.447475
6.319710	1.058151
6.321780	1.447475
6.323850	0.279503
6.325920	1.836799
6.327990	0.668827
6.330060	1.447475
6.332130	0.279503
6.334200	1.447475
6.336270	0.279503
6.338340	1.447475
6.340410	1.447475
6.342480	0.279503
6.344550	0.668827
6.346620	0.668827
6.348690	1.058151
6.350760	0.668827
6.352830	1.447475
6.354900	1.058151
6.356970	0.279503
6.359040	0.279503
6.361110	1.058151
6.363180	0.668827
6.365250	1.836799
6.367320	0.668827
6.369390	0.279503
6.371460	1.058151
6.373530	0.668827
6.375600	0.279503
6.377670	0.279503
6.379740	1.058151
6.381810	-0.109821
6.383880	1.058151
6.385950	0.279503
6.388020	1.058151
6.390090	1.058151
6.392160	1.058151
6.394230	1.058151
6.396300	0.279503
6.398370	0.668827
6.400440	1.447475
6.402510	1.058151
6.404580	1.058151
6.406650	0.668827
6.408720	1.058151
6.410790	0.668827
6.412860	0.279503
6.414930	0.668827
6.417000	1.447475
6.419070	0.668827
6.421140	0.279503
6.423210	1.447475
6.425280	0.279503
6.427350	1.058151
6.429420	-0.109821
6.431490	1.058151
6.433560	1.058151
6.435630	1.058151
6.437700	0.668827
6.439770	0.668827
6.441840	1.447475
6.443910	0.668827
6.445980	0.279503
6.448050	0.668827
6.450120	0.668827
6.452190	1.058151
6.454260	-0.109821
6.456330	0.279503
6.458400	0.668827
6.460470	0.668827
6.462540	0.668827
6.464610	0.279503
6.466680	0.668827
6.468750	0.668827
6.470820	0.279503
6.472890	1.058151
6.474960	0.279503
6.477030	0.279503
6.479100	0.668827
6.481170	0.279503
6.483240	1.058151
6.485310	0.279503
6.487380	1.447475
6.489450	0.668827
6.491520	1.058151
6.493590	0.668827
6.495660	0.279503
6.497730	1.058151
6.499800	0.668827
6.501870	0.279503
6.503940	1.058151
6.506010	0.668827
6.508080	1.058151
6.510150	0.279503
6.512220	0.668827
6.514290	1.058151
6.516360	0.668827
6.518430	0.279503
6.520500	1.058151
6.522570	1.058151
6.524640	0.668827
6.526710	1.447475
6.528780	-0.109821
6.530850	0.668827
6.532920	0.279503
6.534990	0.668827
6.537060	1.447475
6.539130	0.668827
6.541200	1.058151
6.543270	1.058151
6.545340	1.058151
6.547410	0.668827
6.549480	1.058151
6.551550	0.279503
6.553620	0.668827
6.555690	0.668827
6.557760	0.668827
6.559830	0.279503
6.561900	0.279503
6.563970	0.668827
6.566040	1.058151
6.568110	1.058151
6.570180	0.279503
6.572250	0.668827
6.574320	1.058151
6.576390	1.058151
6.578460	1.058151
6.580530	1.447475
6.582600	0.668827
6.584670	0.668827
6.586740	0.279503
6.588810	1.447475
6.590880	0.668827
6.592950	0.668827
6.595020	1.058151
6.597090	0.668827
6.599160	-0.499145
6.601230	0.668827
6.603300	0.279503
6.605370	0.279503
6.607440	1.836799
6.609510	0.668827
6.611580	0.279503
6.613650	0.279503
6.615720	1.447475
6.617790	0.668827
6.619860	0.279503
6.621930	0.279503
6.624000	0.279503
6.626070	-0.109821
6.628140	1.447475
6.630210	0.279503
6.632280	0.279503
6.634350	0.279503
6.636420	1.058151
6.638490	0.279503
6.640560	0.668827
6.642630	1.058151
6.644700	-0.109821
6.646770	0.279503
6.648840	0.279503
6.650910	1.058151
6.652980	0.668827
6.655050	0.279503
6.657120	1.447475
6.659190	0.279503
6.661260	0.279503
6.663330	1.058151
6.665400	0.279503
6.667470	1.058151
6.669540	1.058151
6.671610	0.279503
6.673680	1.447475
6.675750	0.279503
6.677820	0.668827
6.679890	1.058151
6.681960	0.668827
6.684030	0.279503
6.686100	0.279503
6.688170	1.058151
6.690240	0.668827
6.692310	1.058151
6.694380	1.058151
6.696450	1.058151
6.698520	1.058151
6.700590	0.668827
6.702660	1.058151
6.704730	1.447475
6.706800	0.668827
6.708870	1.058151
6.710940	1.836799
6.713010	1.447475
6.715080	0.668827
6.717150	0.668827
6.719220	1.058151
6.721290	1.447475
6.723360	1.058151
6.725430	1.058151
6.727500	0.279503
6.729570	0.279503
6.731640	0.279503
6.733710	0.279503
6.735780	0.279503
6.737850	1.058151
6.739920	1.058151
6.741990	1.058151
6.744060	0.279503
6.746130	1.058151
6.748200	0.279503
6.750270	0.279503
6.752340	1.447475
6.754410	0.279503
6.756480	0.668827
6.758550	0.279503
6.760620	0.668827
6.762690	1.058151
6.764760	0.668827
6.766830	0.668827
6.768900	1.058151
6.770970	1.058151
6.773040	0.279503
6.775110	1.058151
6.777180	0.668827
6.779250	1.058151
6.781320	0.668827
6.783390	1.058151
6.785460	-0.109821
6.787530	1.058151
6.789600	0.668827
6.791670	1.447475
6.793740	0.668827
6.795810	0.668827
6.797880	0.668827
6.799950	1.058151
6.802020	1.058151
6.804090	1.058151
6.806160	0.668827
6.808230	0.668827
6.810300	0.668827
6.812370	1.058151
6.814440	1.447475
6.816510	1.058151
6.818580	0.668827
6.820650	1.447475
6.822720	0.279503
6.824790	0.279503
6.826860	1.058151
6.828930	1.058151
6.831000	1.836799
6.833070	1.447475
6.835140	0.668827
6.837210	0.279503
6.839280	0.668827
6.841350	0.668827
6.843420	-0.109821
6.845490	0.279503
6.847560	0.668827
6.849630	0.668827
6.851700	-0.109821
6.853770	1.058151
6.855840	0.279503
6.857910	1.058151
6.859980	0.668827
6.862050	-0.109821
6.864120	0.668827
6.866190	1.447475
6.868260	1.058151
6.870330	1.058151
6.872400	-0.109821
6.874470	1.058151
6.876540	0.279503
6.878610	1.058151
6.880680	1.058151
6.882750	0.668827
6.884820	0.279503
6.886890	0.668827
6.888960	1.058151
6.891030	-0.109821
6.893100	0.668827
6.895170	1.058151
6.897240	0.668827
6.899310	1.058151
6.901380	0.668827
6.903450	1.836799
6.905520	1.058151
6.907590	1.058151
6.909660	0.279503
6.911730	1.058151
6.913800	0.668827
6.915870	0.279503
6.917940	0.668827
6.920010	1.058151
6.922080	0.668827
6.924150	1.058151
6.926220	0.668827
6.928290	0.279503
6.930360	0.668827
6.932430	0.668827
6.934500	1.058151
6.936570	1.447475
6.938640	0.668827
6.940710	0.279503
6.942780	0.279503
6.944850	1.447475
6.946920	0.279503
6.948990	0.668827
6.951060	0.668827
6.953130	0.279503
6.955200	0.668827
6.957270	0.668827
6.959340	1.058151
6.961410	0.668827
6.963480	1.058151
6.965550	0.668827
6.967620	0.279503
6.969690	0.668827
6.971760	0.668827
6.973830	0.668827
6.975900	0.279503
6.977970	1.058151
6.980040	0.668827
6.982110	1.058151
6.984180	0.279503
6.986250	1.058151
6.988320	1.447475
6.990390	1.058151
6.992460	1.058151
6.994530	0.668827
6.996600	1.058151
6.998670	1.058151
7.000740	0.668827
7.002810	1.836799
7.004880	1.058151
7.006950	0.279503
7.009020	0.668827
7.011090	0.668827
7.013160	1.058151
7.015230	0.668827
7.017300	-0.109821
7.019370	0.279503
7.021440	0.279503
7.023510	1.836799
7.025580	0.279503
7.027650	0.668827
7.029720	-0.109821
7.031790	1.058151
7.033860	0.668827
7.035930	0.279503
7.038000	1.058151
7.040070	0.668827
7.042140	1.058151
7.044210	1.058151
7.046280	0.279503
7.048350	0.668827
7.050420	0.668827
7.052490	1.058151
7.054560	0.279503
7.056630	0.668827
7.058700	0.668827
7.060770	1.058151
7.062840	0.279503
7.064910	1.836799
7.066980	0.279503
7.069050	0.668827
7.071120	0.279503
7.073190	0.668827
7.075260	0.668827
7.077330	1.058151
7.079400	0.279503
7.081470	0.668827
7.083540	1.058151
7.085610	1.447475
7.087680	1.058151
7.089750	1.058151
7.091820	1.447475
7.093890	0.279503
7.095960	1.058151
7.098030	-0.109821
7.100100	0.668827
7.102170	0.668827
7.104240	1.447475
7.106310	0.668827
7.108380	0.668827
7.110450	1.058151
7.112520	0.668827
7.114590	1.058151
7.116660	0.279503
7.118730	0.668827
7.120800	0.279503
7.122870	0.668827
7.124940	0.668827
7.127010	-0.109821
7.129080	1.447475
7.131150	1.058151
7.133220	0.279503
7.135290	0.668827
7.137360	1.058151
7.139430	0.668827
7.141500	1.836799
7.143570	0.668827
7.145640	1.058151
7.147710	0.668827
7.149780	0.279503
7.151850	0.668827
7.153920	1.058151
7.155990	1.058151
7.158060	1.058151
7.160130	0.668827
7.162200	0.279503
7.164270	0.279503
7.166340	0.668827
7.168410	1.058151
7.170480	1.058151
7.172550	0.668827
7.174620	0.279503
7.176690	0.668827
7.178760	1.836799
7.180830	1.058151
7.182900	1.447475
7.184970	1.058151
7.187040	1.058151
7.189110	1.058151
7.191180	0.668827
7.193250	0.279503
7.195320	0.279503
7.197390	1.058151
7.199460	0.668827
7.201530	0.668827
7.203600	0.668827
7.205670	1.058151
7.207740	0.279503
7.209810	1.058151
7.211880	0.668827
7.213950	0.668827
7.216020	1.447475
7.218090	0.668827
7.220160	1.058151
7.222230	1.058151
7.224300	0.668827
7.226370	1.058151
7.228440	1.447475
7.230510	0.279503
7.232580	0.279503
7.234650	1.058151
7.236720	1.058151
7.238790	0.668827
7.240860	0.279503
7.242930	1.058151
7.245000	0.668827
7.247070	1.058151
7.249140	0.279503
7.251210	0.668827
7.253280	0.668827
7.255350	0.668827
7.257420	1.058151
7.259490	0.668827
7.261560	1.058151
7.263630	0.668827
7.265700	0.668827
7.267770	1.058151
7.269840	1.058151
7.271910	1.058151
7.273980	0.668827
7.276050	0.668827
7.278120	0.279503
7.280190	0.279503
7.282260	0.279503
7.284330	-0.109821
7.286400	-0.109821
7.288470	0.668827
7.290540	1.058151
7.292610	1.058151
7.294680	0.668827
7.296750	0.668827
7.298820	0.668827
7.300890	1.058151
7.302960	1.058151
7.305030	0.668827
7.307100	0.279503
7.309170	0.668827
7.311240	1.058151
7.313310	0.668827
7.315380	0.279503
7.317450	1.447475
7.319520	0.668827
7.321590	-0.109821
7.323660	1.058151
7.325730	0.279503
7.327800	0.668827
7.329870	0.668827
7.331940	1.058151
7.334010	0.279503
7.336080	0.279503
7.338150	0.668827
7.340220	-0.109821
7.342290	0.668827
7.344360	0.668827
7.346430	0.279503
7.348500	0.668827
7.350570	0.668827
7.352640	1.058151
7.354710	0.668827
7.356780	1.058151
7.358850	0.279503
7.360920	0.279503
7.362990	0.279503
7.365060	0.668827
7.367130	0.668827
7.369200	0.668827
7.371270	0.668827
7.373340	0.668827
7.375410	0.668827
7.377480	0.668827
7.379550	0.668827
7.381620	0.279503
7.383690	0.279503
7.385760	0.279503
7.387830	0.668827
7.389900	0.279503
7.391970	1.058151
7.394040	1.058151
7.396110	0.668827
7.398180	0.668827
7.400250	0.279503
7.402320	0.668827
7.404390	0.668827
7.406460	1.058151
7.408530	0.668827
7.410600	0.668827
7.412670	0.279503
7.414740	0.668827
7.416810	0.668827
7.418880	1.447475
7.420950	0.668827
7.423020	1.836799
7.425090	1.058151
7.427160	-0.109821
7.429230	0.668827
7.431300	1.447475
7.433370	1.058151
7.435440	1.058151
7.437510	0.668827
7.439580	0.279503
7.441650	0.668827
7.443720	0.668827
7.445790	1.058151
7.447860	1.058151
7.449930	1.058151
7.452000	0.668827
7.454070	-0.109821
7.456140	-0.109821
7.458210	0.279503
7.460280	0.668827
7.462350	1.058151
7.464420	0.279503
7.466490	0.279503
7.468560	0.668827
7.470630	0.668827
7.472700	1.058151
7.474770	1.447475
7.476840	1.058151
7.478910	0.668827
7.480980	0.279503
7.483050	0.668827
7.485120	1.058151
7.487190	0.279503
7.489260	-0.109821
7.491330	1.058151
7.493400	-0.109821
7.495470	1.058151
7.497540	1.058151
7.499610	1.058151
7.501680	1.058151
7.503750	0.668827
7.505820	1.058151
7.507890	1.058151
7.509960	0.668827
7.512030	0.668827
7.514100	-0.109821
7.516170	0.668827
7.518240	0.668827
7.520310	1.058151
7.522380	1.447475
7.524450	0.279503
7.526520	0.279503
7.528590	0.668827
7.530660	0.668827
7.532730	1.058151
7.534800	1.058151
7.536870	1.836799
7.538940	1.447475
7.541010	1.447475
7.543080	1.447475
7.545150	1.058151
7.547220	0.668827
7.549290	1.058151
7.551360	0.279503
7.553430	1.447475
7.555500	0.668827
7.557570	0.279503
7.559640	0.668827
7.561710	1.058151
7.563780	1.058151
7.565850	0.668827
7.567920	0.279503
7.569990	1.058151
7.572060	0.668827
7.574130	1.058151
7.576200	0.279503
7.578270	1.058151
7.580340	0.279503
7.582410	1.058151
7.584480	0.668827
7.586550	-0.109821
7.588620	-0.109821
7.590690	1.058151
7.592760	0.279503
7.594830	0.668827
7.596900	-0.109821
7.598970	1.058151
7.601040	0.668827
7.603110	0.668827
7.605180	0.279503
7.607250	1.058151
7.609320	0.279503
7.611390	1.058151
7.613460	1.058151
7.615530	1.058151
7.617600	1.058151
7.619670	-0.109821
7.621740	1.447475
7.623810	1.058151
7.625880	1.058151
7.627950	0.668827
7.630020	0.668827
7.632090	0.668827
7.634160	1.836799
7.636230	0.668827
7.638300	0.279503
7.640370	0.668827
7.642440	-0.109821
7.644510	0.668827
7.646580	0.279503
7.648650	1.058151
7.650720	0.279503
7.652790	0.279503
7.654860	0.668827
7.656930	0.279503
7.659000	1.836799
7.661070	1.058151
7.663140	0.668827
7.665210	0.668827
7.667280	1.058151
